Startup_Name,Industry_Vertical,City_Location,Investors_Name,Investment_Type,Amount_In_USD
Doormint,Hyperlocal Handyman services,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,3000000.00
NightStay,hotel booking app,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,500000.00
Zocalo,Rental Accomodation finder,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,0.00
Sunday Realty Solutions,Tech Platform for property brokers,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,785000.00
Klozee,Luxury Apparel rental,Bangalore,Tracxn Labs,Seed Funding,0.00
Appvigil,App security testing platform,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,500000.00
practo,Doctor Appointment booking app,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,90000000.00
LoudShout,anonymous bulletin board app,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,0.00
Wetravelsolo,Travel community platform,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,0.00
Ketto,Crowd funding platform,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,700000.00
Ezetap,Mobile based PoS solution,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,25000000.00
NDTV ecommerce venture,Car & Bike ecommerce platform,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,0.00
Carl\\xe2\\x80\\x99s Jr,Fast food Chain Franchisee,Gurgaon,YouWeCan Ventures,Seed Funding,630000.00
EasyRewardz,Loyalty Programs & Reward Points,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,500000.00
GIBSS,Energy saving solutions provider,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,0.00
StoreMore.in,Self-Storage Spaces,Noida,Bedrock Ventures,Seed Funding,0.00
iOrderFresh,Grocery retail Mobile app,New Delhi,Best Foodworks,Seed Funding,0.00
MyTaxiIndia,Taxi Rental platform,Gurgaon,"Nihon Kotsu,",Private Equity,500000.00
eSadar,ecommerce,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,80000.00
Actionable Analytics,Machine Learning Platform,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,0.00
MyPoolin,mobile social network,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,250000.00
NearBuy (previously groupon India),Hyper-Local Ecommerce,New Delhi,Sequoia Capital,Private Equity,16000000.00
Inkmonk,Online printing marketplace,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,250000.00
ToneTag,mobile payment software platform,Bangalore,Reliance Capital Venture,Private Equity,1000000.00
Grey Orange,Automated Storage & Warehousing Solution,Gurgaon,Tiger Global Management,Private Equity,30000000.00
Livspace,Home Design & D\\xc3\\xa9cor solutions,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,8000000.00
WOW! MOMO,Quick Service Restaurant Chain,Kolkata,Indian Angel Network,Seed Funding,1600000.00
RainCan,Subscription based Online Grocery platform,Pune,Ajeet Khurana & Others,Seed Funding,100000.00
Allygrow Technologies,engineering services company,Mumbai,Zodius Technology Fund,Private Equity,20000000.00
Infogain,Business and IT consulting,New Delhi / US,ChrysCapital,Private Equity,63000000.00
OneAssist,Credit Card Fraud protection solutions,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,7500000.00
BigBasket,Online & mobile Grocery store,Bangalore,Bessemer Venture Partners,Private Equity,50000000.00
Sheroes,Career Community for Women,Noida,"Quintillion Media, 500 Startups",Seed Funding,770000.00
Scripbox,Mutual Fund Investing platform,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,2500000.00
etaout,Ecommerce Marketing Software Platform,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham & Group of other Angel investors",Seed Funding,500000.00
IFMR Holdings,Financial Inclusion platform,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,25000000.00
Massblurb,Digital Marketing automation solution,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,0.00
Agrostar,Mobile Commerce for Farmers,Pune,IDG Ventures,Private Equity,4000000.00
VoxWeb,Picture based Social App,Mumbai,Jitendra Gupta & others,Seed Funding,100000.00
Trukky,Logistics service platform,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,245000.00
VanityCube,On-Demand Beauty Services,New Delhi,Group of angel investors,Seed Funding,0.00
Edu4Share,Exam Preparation Platform,New Delhi,Nalin Jain & other angel investors,Seed Funding,220000.00
YourStory,Startup Focused Online Publisher,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,0.00
Sampurnearth,Waste Management Solutions,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,160000.00
Orobind,App based Fitness coaching,Bangalore,Existing & New Investors,Private Equity,0.00
Fixy,On demand cleaning & fixing services,Mumbai,VentureNursery,Seed Funding,0.00
MSM Box,Beauty & Lifestyle platform,New Delhi,Rohit Goel,Seed Funding,0.00
ShadowFax,on-demand delivery service,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,310000.00
Gadgets 360,Car & Bike ecommerce platform,New Delhi,One97 Communications,Private Equity,0.00
Roposo,Fashion Discovery platform,Gurgaon,Tiger Global,Private Equity,15000000.00
IntelligenceNODE,Data Analytics Platform,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,4200000.00
HyperVerge,Deep Learning Cloud Algorithms,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,1000000.00
Twyst,Location based engagement & rewards platform,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,0.00
IDfy,Online Identity Verification Services platform,Mumbai,"NEA, Blume Ventures & others",Private Equity,0.00
Zoojoo.be,Corporate Wellness App,Bangalore,RoundGlass Partners,Private Equity,1000000.00
Fashionove,Fashion Search & Review Platform,Kolkata,Umesh Yadav,Seed Funding,0.00
TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",Mumbai,Unilazer Ventures,Private Equity,2400000.00
Envoged,pre-owned Luxury online apparel seller,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,0.00
MebelKart,Online Furniture Marketplace,Bangalore,AskMe,Private Equity,20000000.00
LabsAdvisor,Online Diagnostic Tests Marketplace,New Delhi,Group of Angel Investors,Seed Funding,156000.00
Flatpebble,Online marketplace for Photographers,Hyderabad,Indian Angel Network,Seed Funding,600000.00
Bluegape.com,Visual Blogging platform,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,600000.00
ePoise,Job Search Platform,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,500000.00
Jolly Food Fellow,Food Customer analytics platform,Ahmedabad,The 1947,Seed Funding,300000.00
BookMeIn,Professional Service Appointment booking service,Mumbai,Ajmera Group of Companies,Seed Funding,400000.00
iZofy,Scientific Horoscope Online Assistance platform,Kolkata,Prime Capital Markets Ltd,Seed Funding,0.00
rBus,Tech enabled AC bus service,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,0.00
Qyk App,On-Demand App based Professional service provider,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,1000000.00
EazyDiner,Restaurant Reservation Platform,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,3000000.00
RevX,Cross-channel CRM platform,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,4000000.00
ICustomMadeIt,Professional Custom creators Marketplace,Pune,Group of Angel Investors,Seed Funding,250000.00
PickMyLaundry,on-Demand Washing & Dry-Cleaning,New Delhi,GHV Accelerator,Seed Funding,100000.00
Belita,On-Demand Beauty Service,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,400000.00
EzySolare,solar products and services marketplace,Ahmedabad,Infuse Ventures,Seed Funding,0.00
FoodTalkIndia,Online Food Community Platform,Gurgaon,Undisclosed Investor,Seed Funding,500000.00
InstaSafe,Private Cloud Networks SAAS platform,Bangalore,Group of Investors,Seed Funding,0.00
Eazy Coach,Education Marketplace,Kolkata,Ravi Agarwal,Seed Funding,0.00
Djubo.com,Cloud Based Hotel Sales Platform,New Delhi,Ibibo Group,Private Equity,0.00
BetterButter.in,online recipe sharing platform,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,0.00
Vyomo,Beauty & Lifestyle Mobile Marketplace,Bangalore,Rocket Internet,Private Equity,2000000.00
RollMafia,QSR Restaurant Chain,Pune,Equentia Natural Resources,Seed Funding,160000.00
iamwire,Digital Media publishing platform,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,0.00
DropKaffe,Online Coffee Delivery platform,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,300000.00
Reverie,Language Localization Cloud platform,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,4000000.00
Infinite Analytics,Big Data & predictive Analysis Platform,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,0.00
Parcelled,Online Logistics Platform,Bangalore,"Delhivery, Tracxn Labs",Seed Funding,0.00
Retigence Technologies,Business IT Intelligence Services,Mumbai,Omnivore Partners,Private Equity,0.00
Cloudcherry Analytics,CRM / Analytics platform,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,1000000.00
HandyHome,Hyperlocal Electronics repair Service,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,630000.00
iDreamCareer,Ed-Tech Platform,New Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Funding,0.00
Ola Cabs,Cab rental Mobile app,Bangalore,Ratan Tata,Private Equity,0.00
NxtGen,IT infrastructure & Data Center services,Bangalore,"IFC, Axon Partners, Intel Capital",Private Equity,13500000.00
BankBazaar,Online Financial Services,Chennai,"Amazon, Fidelity Growth Partners, Mousse Partners",Private Equity,60000000.00
Gozoomo,Used Car Marketplace,Bangalore,SAIF Partners,Private Equity,5000000.00
Zenatix,Internet of Things platform,Gurgaon,"Rajan Anandan, Kunal Bahl, Rohit Bansal, Rahul Khanna",Seed Funding,161000.00
CultureAlley,Language Learning App,Jaipur,Tiger Global,Private Equity,6500000.00
Goqii,Mobile Fitness Marketplace,Mumbai,Vijay Shekhar Sharma,Private Equity,0.00
Gingercrush,Custom Merchandize platform,Ahmedabad,"Gokul Jaykrishna, Brand Capital",Seed Funding,1000000.00
Elanic,P2P Pre-owned goods marketplace,Bangalore,"Rebright Partners, Tracxn Labs, Aneesh Reddy",Seed Funding,0.00
Stitchwood,Custom Furniture Marketplace,Mumbai,"Powai Lake Ventures, Ajeet Khurana & others",Seed Funding,395000.00
Urban Tailor,Online Tailoring Services,Bangalore,Group of angel investors,Seed Funding,0.00
ConfirmtTkt,Rail Ticket Confirmation predictor,Bangalore,Pravin Agarwala & others,Seed Funding,0.00
Paper Boat,Ethnic Beverages manufacturer,Gurgaon,"Sofina, Hillhouse Capital",Private Equity,30000000.00
getNow,Hyperlocal Goods marketplace,Nagpur,Atulya Mittal,Seed Funding,0.00
Wudstay,Budget Accommodation aggregator,Gurgaon,"Mangroves Capital Partners, Vikas Saxena",Private Equity,3000000.00
Liases Foras,Real Estate Rating & Analysis,New Delhi,DMG information Asia Pacific,Private Equity,5000000.00
Eatlo,Food Delivery platform,Bangalore,"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal",Seed Funding,0.00
IndiaLends,Financial Tech,New Delhi,"DSG Consumer Partners, Siddharth Parekh",Private Equity,0.00
Quinto,Food Discovery App,Pune,Jaydeep Barman,Seed Funding,0.00
Saavn,Music Streaming App,Mumbai,"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest",Private Equity,100000000.00
Flytxt,Big Data & Analytics platform,Mumbai / Global,"Sunrise Capital GmBH, Big Data Investments B.V",Private Equity,11000000.00
Axtria,Big Data & Analytics platform,India / US,"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock",Private Equity,30000000.00
33Coupons,Coupon Aggregator Platform,Kanpur,Not Disclosed,Seed Funding,20000.00
Ampere,Electric Scooter manufacturer,Coimbatore,Ratan Tata,Seed Funding,0.00
Hopping Chef,Online Food-Tech Platform,Mumbai,Mirah Hospitality,Seed Funding,470000.00
Collectabillia,Celebrity Fashion Brand,Bangalore,Accel Partners,Private Equity,7500000.00
Lendingkart,Online Finance lending platform,Ahmedabad,"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta",Private Equity,10000000.00
Lybrate,Healthcare Mobile App,New Delhi,"Tiger Global Management, Ratan Tata, Nexus Venture Partners",Private Equity,10200000.00
Zoomcar,Self-driven vehicle rental,Bangalore,"Sequoia Capital, Empire Angels, NGP",Private Equity,11000000.00
News in shorts,News Aggregator mobile app,Noida,Tiger Global,Private Equity,"2,00,00,000"
Bluestone,Online Jewellery Store,Bangalore,"IvyCap Ventures, Accel Partners, Dragoneer Investment Group",Private Equity,"1,62,00,000"
Shopsity,Fashion Info Aggregator App,Gurgaon," Sandeep Aggarwal, Teruhide Sato",Seed Funding,0.00
Notesgen,Online Study Notes Marketplace,New Delhi,"Rajeev Saraf, Arvind Jha, R. Satya Narayanan",Seed Funding,0.00
Infinity Assurance,Warranty Programs Service Administration,New Delhi,Indian Angel Network,Seed Funding,"6,00,000"
Footprints Education,Pre-School Chain,Gurgaon,"LetsVenture, Kumar Bansal, Kshitij Jain",Seed Funding,"6,85,000"
Loylty Rewards,Premium Loyalty Rewards Point Management,Mumbai,IndianIdeas.com,Private Equity,"1,93,50,000"
Ameyo,Contact Center Software Platform,Gurgaon,Forum Synergies PE Fund,Private Equity,"50,00,000"
Mamagoto,Casual Dining restaurant Chain,New Delhi,Goldman Sachs,Private Equity,"1,00,00,000"
Satvacart,Online Grocery Delivery,Gurgaon,Palaash Ventures,Seed Funding,0.00
MySmartPrice,Online comparison engine,Hyderabad,"Accel Partners, Helion Venture Partners",Private Equity,10000000.00
Zenify,Residential Rental management platform,Bangalore,Atul Jalan,Seed Funding,0.00
Boxmyspace,Physical Storage warehouses,Mumbai,"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,",Seed Funding,300000.00
HackerRank,Tech Recruitment platform,Bangalore,HR Technology fund,Private Equity,7500000.00
WickedRide,Bike Rental Platform,Bangalore,Undisclosed,Seed Funding,790000.00
WoWexpress,Tech enabled logistics platform,Mumbai,Tamarind Family Private Trust,Seed Funding,500000.00
Oyo Rooms,Budget Hotel Accommodation,Gurgaon,"Softbank, Sequoia Capital",Private Equity,100000000.00
Mobikon,Restaurant customer engagement platform,Pune,Jungle Ventures,Private Equity,2300000.00
InstaLively.com,Live video streaming app,New Delhi,"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat",Seed Funding,0.00
Roadrunnr,Hyper local logistics platform,Bangalore,"Sequoia Capital, Nexus Venture Partners, Blume Ventures",Private Equity,11000000.00
Ketto,Crowd Funding Platform,Mumbai,"Pradyumna Dalmia, Sudhir Rao & Others",Seed Funding,700000.00
QuikWallet,F&B sector Mobile Payment platform,Mumbai,Snow Leopard Technology Ventures,Private Equity,1600000.00
Omnikart,Industrial Supplies B2B ecommerce,Mumbai,"Sumit Gandhi, Manish Gandhi",Seed Funding,100000.00
Zo Rooms,Online budget hotel chain,New Delhi,"Tiger Global, Orios Venture Partners.",Private Equity,15000000.00
Innoviti,Payment Solutions platform,Bangalore,"Catamaran Ventures, New India Investment Corporation",Private Equity,4850000.00
ZenRadius,Online Hiring Platform,Bangalore,"Tracxn Labs, Deepak Singh",Seed Funding,0.00
Joy by nature,Organic Food ecommerce,New Delhi,"Mumbai Angels, Vriddhi Fund, Others",Private Equity,1000000.00
Iqlect,Big Data & Analytics platform,Bangalore,Exfinity Venture Partners,Private Equity,2000000.00
deGustibus,Fine Dining Restaurant Chain,Mumbai,India Value Fund Advisors,Private Equity,30000000.00
Nestaway,Luxury Rental Homes,Bangalore,"Flipkart, Tiger Global",Private Equity,12750000.00
Mswipe,Mobile Point of Sale payment solution,Pune,"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank",Private Equity,25000000.00
Myonsto,Online Grocers,Ahmedabad,Jayant Bokadia,Seed Funding,320000.00
iCrushiFlush,Casual Dating App,Mumbai,IDG Ventures India,Seed Funding,0.00
MedGenome,Clinical Genomics Provider,Bangalore,Sequoia Capital,Private Equity,20000000.00
HolidayIQ,Travel information portal,Bangalore,MakeMyTrip,Private Equity,15000000.00
Fitternity,Fitness Marketplace,Mumbai,Exfinity Venture Partners,Private Equity,1000000.00
Quikr,Online & Mobile classified listings,Mumbai,"AB Kinnevik, Falcon Edge Capital, Coatue Management",Private Equity,60000000.00
JetSetGo,Private Jet/ Helicopter Marketplace,New Delhi,YourWeCan Ventures,Seed Funding,0.00
BroEx,Real Estate Broker network App,Gurgaon,Lightspeed India,Private Equity,1000000.00
Shopatplaces,Ethnic/ Traditional Fashion Store,New Delhi,Indian Angel Network,Seed Funding,0.00
CredR,Used Bikes Marketplace,Mumbai,Fidelity Growth Partners,Private Equity,15000000.00
ManageMySpa,Spa & Salon Management Software,Hyderabad,Accel Partners,Private Equity,6000000.00
Townrush,B2B logistics delivery platform,Bangalore,Lightspeed Venture Partners,Seed Funding,0.00
Locus,Logistics Automation Platform,Bangalore,"growX ventures, Manish Singhal",Seed Funding,0.00
Bevy,Online Hiring Platform,Bangalore,Varun Agarwal & Others,Seed Funding,0.00
Pepperfry,Online home d\\xc3\\xa9cor marketplace,Mumbai,"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners.",Private Equity,100000000.00
Flipkart.com,Online Marketplace,Bangalore,Steadview Capital and existing investors,Private Equity,700000000.00
